,ID,reg1,reg2,reg3,reg4,home,chld,hinc,genf,wrat,avhv,incm,inca,plow,npro,tgif,lgif,rgif,tdon,tlag,agif,donr
3212,6406,0,1,0,0,1,0,7,1,9,168,57,57,5,89,137,13,9,20,7,5.52,1.0
1759,3446,0,1,0,0,1,2,5,0,6,676,148,170,0,29,126,126,54,19,6,21.32,1.0
936,3699,0,0,0,1,1,1,1,1,8,440,84,107,0,73,235,12,7,9,9,8.96,0.0
438,1750,0,0,0,0,1,2,7,0,9,130,28,52,13,75,137,12,14,22,21,11.79,0.0
1724,3384,0,0,0,0,1,1,5,1,6,94,14,36,29,39,84,13,19,21,3,11.34,0.0
341,712,1,0,0,0,0,2,2,0,8,150,45,58,7,43,84,56,36,16,10,17.35,0.0
3701,7409,0,1,0,0,1,2,3,0,8,106,26,28,16,55,69,23,13,13,11,12.46,0.0
259,997,1,0,0,0,1,1,4,1,8,122,39,39,12,62,124,31,13,18,5,9.99,1.0
688,1423,0,0,1,0,1,2,5,1,3,158,54,69,4,52,103,22,9,24,7,12.41,0.0
3432,6843,0,0,0,1,1,0,3,1,3,177,81,81,1,46,65,28,14,11,7,11.36,0.0
966,1919,0,1,0,0,0,2,4,0,9,155,31,41,17,61,72,18,9,13,4,10.6,0.0
1683,6637,0,0,0,1,1,0,4,1,8,170,42,45,9,34,52,17,15,21,7,8.79,1.0
2203,4392,0,0,1,0,1,0,3,1,3,199,53,63,7,68,88,45,34,16,12,19.99,0.0
2713,5429,0,0,0,1,1,2,6,1,8,103,21,21,31,43,57,10,6,21,3,8.79,0.0
773,3065,0,1,0,0,1,2,4,1,9,126,18,53,48,59,76,12,6,18,3,5.32,1.0
1296,5080,0,0,1,0,1,2,1,1,5,137,28,35,16,23,50,33,24,19,4,19.9,0.0
1503,5963,0,1,0,0,1,3,4,1,8,262,60,75,1,39,61,34,32,14,7,20.21,1.0
3572,7116,0,0,0,0,0,0,2,0,9,181,39,48,7,12,49,36,24,13,7,12.66,0.0
821,3250,0,0,0,1,1,0,3,1,9,170,43,44,8,55,59,42,30,14,6,17.67,1.0
1990,3932,0,0,0,0,1,3,5,0,8,167,43,54,20,105,101,28,26,36,5,13.52,0.0
136,504,0,0,1,0,1,0,1,1,1,119,23,31,22,42,116,13,6,18,5,7.47,0.0
775,3074,0,1,0,0,1,0,5,0,8,215,32,60,8,42,71,10,10,15,5,7.87,1.0
931,3676,0,1,0,0,1,3,6,1,0,125,45,45,19,13,34,19,23,21,16,7.12,0.0
1254,4927,0,1,0,0,1,3,4,1,4,117,16,39,36,66,103,5,6,20,4,4.67,0.0
1702,6738,0,0,0,1,1,0,4,0,8,180,52,52,3,47,85,7,4,23,3,5.06,1.0
3600,7171,1,0,0,0,1,5,1,0,9,180,47,47,7,79,170,92,38,18,3,23.91,0.0
1489,5891,0,0,0,0,1,2,5,1,8,233,51,51,9,103,200,18,26,22,5,15.27,0.0
1989,7912,1,0,0,0,1,2,2,1,0,213,54,78,3,65,93,29,22,36,5,10.5,0.0
955,3760,1,0,0,0,1,3,4,0,7,198,46,51,4,71,104,15,8,16,7,10.95,1.0
385,799,0,0,0,1,1,1,4,0,9,183,55,55,9,37,113,10,9,16,3,11.31,1.0
1245,4896,1,0,0,0,1,0,6,1,8,263,39,91,2,30,65,17,15,15,4,8.54,1.0
1491,5898,0,0,1,0,1,4,2,0,5,149,49,49,8,63,194,14,10,39,4,8.56,0.0
536,1115,0,1,0,0,0,3,4,1,4,346,91,156,0,45,64,6,7,18,7,7.83,0.0
1613,6348,0,1,0,0,0,2,2,0,8,268,45,80,9,54,58,8,9,13,4,6.95,0.0
228,887,0,1,0,0,1,3,5,1,9,128,35,47,17,93,327,15,17,21,7,9.19,1.0
3507,6999,0,1,0,0,1,3,4,1,8,142,53,53,7,82,150,10,7,21,4,5.37,0.0
201,443,0,1,0,0,1,0,4,0,3,184,41,46,8,92,127,24,15,16,25,16.0,1.0
1332,2623,0,0,1,0,1,1,5,0,4,131,54,54,16,10,58,16,10,24,16,11.62,0.0
3502,6992,1,0,0,0,1,0,2,1,9,107,24,32,22,124,141,69,18,25,7,26.49,0.0
2708,5412,0,0,0,0,1,2,3,1,0,215,26,45,30,21,51,14,4,14,9,5.54,0.0
678,2700,0,0,0,1,1,2,4,1,8,243,41,56,9,89,154,13,16,15,3,9.82,0.0
37,134,0,0,0,0,1,0,7,0,5,243,50,64,5,41,65,13,12,12,8,8.72,0.0
1854,3657,0,0,0,0,1,3,4,0,8,156,23,44,17,87,145,12,10,13,11,9.4,0.0
1375,5422,0,0,0,0,1,2,4,0,6,217,38,57,10,82,112,11,11,14,5,6.52,1.0
2872,5743,1,0,0,0,1,3,2,1,5,157,41,41,6,41,58,16,7,32,9,7.1,0.0
3030,6034,0,0,0,0,1,3,4,1,9,154,34,37,11,110,359,47,32,19,4,15.91,1.0
1205,2388,1,0,0,0,1,2,4,1,9,190,47,68,8,125,209,16,23,22,7,13.31,1.0
1645,3239,0,0,1,0,0,2,3,0,5,222,55,70,3,59,89,7,7,21,3,4.45,0.0
3417,6810,1,0,0,0,1,0,6,1,7,206,29,58,17,111,209,38,28,20,4,22.93,1.0
3476,6937,0,0,0,1,1,0,4,1,9,207,63,63,5,57,75,53,38,14,6,20.33,1.0
2861,5725,0,1,0,0,1,2,2,1,4,149,58,63,5,40,54,8,5,38,7,5.96,0.0
1792,3518,0,1,0,0,1,0,4,1,5,102,20,24,21,82,145,25,22,22,5,11.42,1.0
3797,7610,0,1,0,0,1,0,4,1,9,204,80,80,5,74,110,17,9,15,7,10.75,1.0
3368,6725,1,0,0,0,1,2,4,1,8,114,12,29,42,14,30,12,5,28,3,5.79,0.0
3367,6723,0,0,1,0,0,2,2,1,9,129,32,32,12,11,41,16,12,26,4,11.1,0.0
3533,7043,0,0,0,0,1,2,4,1,9,205,24,63,16,90,187,43,51,19,3,16.59,0.0
1276,5027,0,0,0,0,0,3,4,0,7,202,25,54,19,87,160,10,7,22,6,5.43,0.0
3449,6885,0,1,0,0,1,0,3,0,9,180,36,63,14,100,195,22,15,17,3,20.13,1.0
603,1242,0,0,0,0,1,0,4,1,8,82,28,29,17,78,182,8,7,20,9,3.76,1.0
3056,6078,1,0,0,0,1,0,4,0,9,236,29,50,9,96,129,5,4,18,4,3.66,1.0
1229,4840,0,0,0,1,1,2,4,1,9,213,61,94,3,92,271,5,5,9,3,5.0,0.0
126,271,0,0,0,1,1,0,4,0,9,405,100,100,0,36,54,18,8,19,4,16.49,1.0
3876,7775,0,0,1,0,1,0,1,0,4,176,44,46,22,67,86,28,31,26,4,11.53,0.0
2935,5848,0,1,0,0,1,5,6,0,8,136,17,33,41,48,91,7,4,14,3,10.37,0.0
467,1851,0,0,0,0,1,2,1,1,4,145,22,47,34,102,176,10,9,16,4,10.63,0.0
3531,7040,0,1,0,0,1,1,4,1,9,146,60,60,9,30,51,8,5,22,4,10.86,1.0
2730,5455,1,0,0,0,1,0,5,1,8,207,109,109,0,134,279,11,5,38,7,7.31,1.0
827,1656,0,1,0,0,1,4,4,1,9,298,52,96,5,37,75,12,8,19,6,8.44,1.0
1639,3227,0,0,0,1,1,2,2,1,6,182,36,44,20,116,377,23,27,24,15,13.75,0.0
984,1948,0,0,0,0,1,1,2,0,9,142,27,49,21,60,105,8,8,17,4,6.58,0.0
3281,6541,0,0,0,0,1,0,4,1,2,140,31,37,14,34,53,21,27,19,7,14.98,0.0
1980,7880,1,0,0,0,1,3,4,0,8,150,25,42,25,102,114,5,5,15,6,4.7,1.0
2188,4363,0,0,0,1,1,1,7,0,8,194,30,53,14,71,141,10,12,13,6,12.01,0.0
1540,6124,0,1,0,0,1,2,3,0,6,118,38,38,33,88,169,13,15,16,8,5.84,1.0
2443,4882,0,0,1,0,1,2,2,1,2,105,22,34,24,117,225,20,12,15,23,14.68,0.0
362,754,0,0,1,0,0,0,4,1,8,251,64,116,1,112,194,20,24,12,4,20.28,0.0
2349,4697,0,0,0,0,1,1,4,0,4,115,20,37,42,65,85,12,7,22,4,9.6,1.0
345,719,0,0,0,0,1,0,7,1,8,245,45,61,5,112,259,14,6,16,10,9.72,0.0
814,1635,0,0,0,1,1,4,4,0,1,187,88,88,2,17,53,53,36,21,4,25.99,0.0
823,3266,0,1,0,0,1,0,5,1,9,98,15,25,32,81,109,24,14,18,7,9.54,1.0
3205,6396,0,1,0,0,1,0,5,1,5,124,32,42,12,40,73,27,16,18,4,15.73,1.0
995,3913,0,0,0,0,1,0,5,1,8,276,45,73,3,39,89,89,70,22,7,23.17,1.0
1767,7009,0,0,0,1,1,2,1,0,0,360,60,82,1,84,209,59,52,14,3,31.19,0.0
3325,6625,0,1,0,0,1,3,4,1,8,210,45,94,17,95,188,15,5,21,4,5.93,1.0
122,468,0,0,0,0,1,3,7,1,9,178,39,60,5,65,117,63,31,15,7,28.31,0.0
2116,4186,0,0,0,0,1,2,4,1,8,353,113,113,0,57,91,14,16,17,5,11.34,1.0
1834,3613,0,1,0,0,1,0,7,1,8,233,75,76,1,48,70,25,17,11,3,17.66,1.0
793,1600,0,0,0,1,1,0,5,1,8,209,38,49,7,54,88,6,5,15,4,4.81,1.0
1953,7792,0,1,0,0,1,0,4,1,2,149,56,59,3,63,103,11,13,18,4,8.48,1.0
2674,5342,0,0,1,0,1,0,3,1,8,181,42,69,8,71,103,20,15,11,7,11.41,1.0
94,209,1,0,0,0,1,3,3,0,8,125,20,42,37,73,192,12,12,19,7,7.73,0.0
241,940,0,0,0,0,1,0,5,0,8,118,14,25,49,58,70,10,9,15,6,5.07,1.0
3756,7526,0,0,0,0,0,5,6,0,9,177,45,53,9,92,223,4,4,29,5,5.12,0.0
2891,5779,0,0,1,0,1,4,2,1,6,142,29,33,16,103,264,6,7,15,6,4.48,0.0
2371,4732,0,0,0,1,1,2,6,1,3,104,30,35,18,142,199,6,9,26,10,4.42,0.0
982,3877,1,0,0,0,1,0,4,1,9,188,38,60,17,80,211,6,8,22,6,3.5,1.0
1328,5232,0,1,0,0,1,0,2,1,9,280,56,79,0,21,51,8,7,13,3,6.51,1.0
3228,6433,0,0,1,0,1,0,3,0,8,66,20,24,30,28,66,54,36,20,6,13.24,1.0
1359,5361,0,1,0,0,0,1,7,1,9,117,28,33,22,44,65,23,20,18,5,14.99,0.0
2853,5709,0,1,0,0,1,3,5,1,7,113,26,38,26,54,79,19,21,34,6,15.58,0.0
2912,5814,0,0,0,0,0,3,4,1,8,108,32,35,16,40,56,14,7,33,3,8.81,0.0
1865,3683,0,1,0,0,0,3,5,0,9,240,38,77,7,45,71,3,3,29,5,4.92,0.0
628,2519,0,0,1,0,1,2,1,1,6,287,53,65,5,38,61,11,8,22,4,6.47,0.0
1857,3661,0,0,0,0,1,0,2,0,0,161,22,48,36,47,80,20,13,19,11,17.11,0.0
2645,5297,0,0,1,0,1,3,3,1,8,123,36,36,21,68,142,122,19,13,4,41.97,1.0
2243,4465,0,0,0,1,1,4,6,1,8,181,37,42,13,10,30,10,11,23,5,3.47,0.0
2336,4674,0,0,0,0,1,2,4,0,8,238,52,53,3,94,155,13,9,15,11,7.76,1.0
950,1878,0,0,1,0,1,1,4,1,9,328,81,106,2,18,57,16,9,22,10,11.34,0.0
3068,6104,0,1,0,0,1,0,2,1,8,119,34,34,26,45,85,85,47,21,6,28.78,1.0
1120,2209,0,0,0,1,1,1,5,1,3,202,57,69,3,59,76,14,11,26,7,13.34,0.0
2597,5188,0,1,0,0,1,0,5,1,9,272,71,104,1,59,97,8,8,17,7,5.6,1.0
2204,4393,0,1,0,0,1,2,3,0,8,179,45,55,6,101,169,17,11,23,3,10.43,1.0
419,872,0,1,0,0,1,3,5,0,7,153,31,54,11,77,103,24,15,13,4,9.83,1.0
922,1827,0,0,1,0,1,0,5,0,9,405,131,131,1,50,64,14,8,20,7,9.85,1.0
1254,2471,1,0,0,0,1,2,4,1,9,176,34,65,11,49,72,19,26,15,3,8.83,1.0
477,1000,0,0,0,0,1,3,4,1,9,138,50,50,8,81,159,14,16,17,26,5.92,0.0
2035,4037,0,1,0,0,1,5,7,1,8,99,15,25,42,82,129,25,22,21,10,16.6,0.0
1202,2384,0,1,0,0,1,2,3,1,8,118,40,40,20,87,113,15,13,22,6,17.0,0.0
2626,5248,0,1,0,0,1,0,3,1,8,202,46,52,9,28,59,31,17,19,3,12.29,1.0
1791,7129,0,0,1,0,1,0,4,0,9,188,37,58,5,31,50,37,25,14,4,17.48,1.0
1970,3892,0,1,0,0,1,0,5,1,9,322,60,65,0,63,94,21,14,17,4,12.51,1.0
3110,6204,1,0,0,0,1,1,2,1,8,144,21,42,17,67,108,15,11,19,11,16.73,0.0
34,115,0,1,0,0,1,3,4,0,8,148,20,48,23,45,77,4,6,17,4,4.58,0.0
2151,4275,0,1,0,0,1,0,3,0,8,142,29,50,12,37,66,10,5,17,4,6.64,1.0
3687,7380,1,0,0,0,1,2,1,0,1,169,44,47,11,51,77,14,9,16,3,8.26,0.0
932,3679,0,1,0,0,1,0,4,1,8,129,24,36,19,32,68,16,9,18,5,10.67,1.0
1997,3945,0,1,0,0,1,2,1,0,9,235,67,84,1,23,49,20,13,15,7,8.55,0.0
49,170,1,0,0,0,1,1,3,0,8,210,57,72,1,109,127,18,19,18,9,18.04,0.0
1901,7593,0,0,0,1,1,5,4,0,9,179,41,44,9,18,47,12,7,18,3,8.27,0.0
3054,6075,1,0,0,0,1,2,4,1,9,194,67,67,4,58,96,21,23,24,3,19.45,1.0
1248,2462,1,0,0,0,1,0,2,0,8,211,44,55,10,91,208,13,16,14,8,9.69,1.0
2192,4372,0,0,0,0,1,0,5,1,8,185,54,54,2,75,87,13,9,14,5,17.47,1.0
2712,5427,0,0,0,0,1,2,4,1,8,333,57,88,2,34,57,11,10,20,4,7.2,0.0
992,1959,0,0,0,0,0,4,4,1,5,100,15,30,33,31,79,28,31,20,6,16.91,0.0
2190,4367,0,0,1,0,1,4,1,1,7,291,61,82,3,83,97,22,23,26,6,14.05,0.0
686,2735,0,0,0,1,1,0,4,0,9,158,43,43,10,98,162,16,17,15,5,7.02,1.0
3762,7540,0,0,0,0,1,2,4,1,9,212,65,69,1,41,60,9,6,14,6,9.25,0.0
3597,7162,0,1,0,0,1,4,4,0,9,104,26,28,29,72,188,18,17,13,6,10.89,1.0
727,2877,0,0,0,1,0,0,2,0,9,100,30,30,28,20,40,15,32,13,6,12.41,0.0
1318,2596,0,1,0,0,1,2,6,1,8,174,59,59,1,124,220,26,30,22,3,16.26,1.0
1863,3677,0,0,0,0,1,0,4,1,7,74,9,24,66,51,87,25,31,19,4,13.54,1.0
2343,4688,0,0,1,0,1,0,4,1,9,160,42,48,14,100,101,13,9,23,3,8.45,1.0
2449,4891,0,0,1,0,1,2,4,1,9,149,33,47,8,132,179,12,12,13,4,14.36,0.0
2136,4241,0,1,0,0,1,2,4,1,7,190,32,51,7,63,67,13,10,13,8,14.65,1.0
1065,2103,1,0,0,0,1,0,4,0,9,198,53,53,5,58,68,9,9,31,11,4.74,1.0
1968,7841,0,0,0,1,1,2,7,1,8,132,50,55,13,56,149,10,9,12,7,8.12,0.0
243,942,0,1,0,0,1,2,3,1,8,220,51,90,1,55,94,7,5,20,5,4.75,1.0
2621,5240,0,0,1,0,1,2,2,1,8,171,22,41,18,34,207,207,21,17,7,20.36,0.0
77,177,0,0,0,0,1,0,4,0,4,214,67,93,0,121,248,9,9,13,12,6.91,1.0
2898,5791,0,1,0,0,1,2,4,1,8,90,24,30,40,28,71,15,21,13,5,14.79,1.0
836,3307,0,0,1,0,1,0,4,1,9,159,29,43,20,80,90,12,8,14,11,4.9,1.0
1314,2586,0,1,0,0,1,1,4,1,8,244,69,69,4,90,142,11,10,18,16,8.87,1.0
1826,7292,0,1,0,0,1,3,2,1,4,226,76,76,9,70,119,6,5,17,7,4.34,0.0
872,1733,0,0,1,0,0,3,4,0,7,223,72,94,1,113,168,41,29,17,6,15.3,0.0
3850,7727,0,0,0,1,1,0,4,1,9,134,33,36,13,70,166,19,10,23,3,13.65,1.0
1757,6972,0,0,0,1,1,0,3,1,9,121,19,23,28,106,190,25,12,14,6,15.03,1.0
2965,5895,0,0,1,0,1,0,5,1,8,302,45,77,1,21,53,12,8,7,7,8.69,0.0
3391,6766,0,0,0,1,1,0,4,1,8,165,48,71,8,30,52,10,8,16,5,5.62,1.0
2560,5111,0,0,1,0,1,2,4,0,2,112,40,41,7,52,83,12,9,24,3,10.21,0.0
1894,7568,0,0,0,1,1,2,4,1,9,153,57,66,2,31,78,16,11,21,5,8.26,0.0
2635,5265,1,0,0,0,1,5,4,0,8,182,66,75,1,77,97,7,8,19,5,6.99,1.0
3530,7035,0,0,0,1,1,3,3,1,8,203,39,63,9,73,107,18,12,23,7,8.37,0.0
375,783,1,0,0,0,1,0,6,0,8,115,40,40,13,103,184,9,11,16,6,7.94,1.0
1908,3769,0,1,0,0,1,0,3,1,8,156,35,60,7,75,134,7,9,18,3,5.41,1.0
445,1778,1,0,0,0,1,2,5,1,4,172,40,42,9,91,266,5,6,18,10,4.24,0.0
1199,4735,0,1,0,0,1,2,4,0,9,172,42,52,6,51,77,6,7,22,5,3.57,1.0
1257,4944,0,0,1,0,1,0,1,0,8,142,13,34,29,84,112,9,6,15,6,5.72,0.0
43,154,0,1,0,0,1,0,2,0,8,286,62,78,2,63,95,17,17,18,2,17.62,1.0
1604,3143,0,1,0,0,1,0,2,1,8,286,86,97,2,105,218,5,5,15,4,5.0,1.0
1118,2206,0,1,0,0,1,0,3,1,4,348,150,150,0,125,245,25,24,13,4,15.98,1.0
3677,7351,0,1,0,0,1,1,4,0,9,273,51,53,4,81,98,11,13,18,5,8.67,1.0
3490,6964,0,0,0,0,1,0,2,0,6,105,38,38,19,63,87,17,11,22,6,15.84,1.0
1853,7403,0,1,0,0,1,0,4,0,2,120,35,35,13,83,174,13,12,21,6,12.76,1.0
2958,5882,0,1,0,0,1,4,4,0,7,192,60,60,1,43,114,21,11,17,3,10.79,1.0
1994,3940,0,0,0,0,1,0,4,1,8,195,39,57,7,106,263,6,4,20,5,2.39,1.0
1963,7829,1,0,0,0,1,5,4,1,8,266,56,56,6,91,154,21,13,14,4,14.3,0.0
1223,4810,0,0,0,1,0,3,3,0,9,245,47,69,1,58,146,146,50,16,4,26.94,0.0
2376,4740,0,1,0,0,1,1,4,0,6,120,27,44,13,107,163,14,17,22,6,9.3,1.0
1342,2646,0,0,0,1,1,0,2,1,9,108,28,42,42,67,84,33,20,23,6,17.21,1.0
320,669,0,1,0,0,1,2,2,1,6,105,17,39,60,117,406,406,55,17,6,20.63,0.0
1619,3177,0,1,0,0,1,3,7,0,5,145,23,53,38,86,166,9,7,20,6,5.29,0.0
3713,7435,0,0,0,0,1,4,4,1,9,165,32,45,13,68,135,135,41,27,6,21.56,0.0
2060,4090,1,0,0,0,1,0,5,1,8,161,30,36,12,52,70,9,10,16,5,7.25,1.0
2219,4422,0,1,0,0,1,3,5,0,4,134,52,52,12,80,113,18,18,15,3,14.23,1.0
1673,3294,0,1,0,0,1,3,5,1,9,144,23,68,23,45,71,23,28,20,5,13.47,0.0
260,565,0,1,0,0,1,0,1,0,5,351,78,81,1,88,135,48,31,19,6,12.06,1.0
1308,5140,0,0,0,0,1,2,2,0,7,330,86,86,1,92,128,32,14,17,3,19.55,0.0
2039,4051,0,0,1,0,1,2,3,1,9,98,16,21,44,28,66,10,6,23,4,7.42,0.0
801,3197,0,1,0,0,1,0,5,0,9,237,35,51,7,25,46,13,8,15,9,4.65,1.0
901,1788,0,0,1,0,0,3,4,1,6,196,46,55,4,51,72,8,6,14,5,4.97,0.0
3744,7496,0,0,0,1,1,1,7,1,4,190,63,81,5,60,74,21,23,10,6,8.82,0.0
2026,4021,0,1,0,0,1,2,4,0,9,97,17,25,38,102,169,14,9,15,4,8.32,1.0
250,966,0,0,1,0,0,4,2,1,5,141,58,60,5,64,101,5,4,13,14,5.34,0.0
1917,3786,0,1,0,0,1,2,4,1,6,191,53,53,11,118,215,14,18,23,3,12.66,1.0
1828,3600,1,0,0,0,1,2,2,1,9,109,23,35,20,52,98,77,27,24,2,24.55,0.0
1573,3086,0,0,1,0,1,0,4,1,9,284,56,74,0,46,75,14,12,22,6,8.88,1.0
431,1718,0,1,0,0,0,2,1,1,9,219,53,81,9,19,55,11,5,24,5,9.04,0.0
765,3025,1,0,0,0,1,4,1,1,9,191,52,52,5,42,54,22,10,16,3,15.78,0.0
1277,5035,0,1,0,0,0,2,4,0,7,133,20,29,38,82,124,31,31,37,6,14.26,0.0
670,2656,1,0,0,0,1,0,4,0,5,238,112,112,0,37,66,7,5,22,3,6.23,1.0
224,878,0,1,0,0,1,0,1,0,9,152,37,49,22,38,49,20,8,18,9,15.03,1.0
643,2567,1,0,0,0,1,3,3,1,4,195,38,67,1,17,32,12,7,18,7,9.5,0.0
224,487,0,0,0,1,1,0,5,1,8,161,13,35,38,62,105,12,10,21,7,7.14,1.0
723,1489,1,0,0,0,1,0,4,0,7,447,121,161,0,45,66,23,25,40,7,17.91,1.0
1395,5488,0,1,0,0,1,2,1,0,1,107,22,25,50,30,51,10,8,12,9,8.36,0.0
1141,2271,0,1,0,0,1,4,5,1,8,167,42,58,9,90,164,14,11,20,10,9.66,0.0
2762,5534,1,0,0,0,1,1,4,0,9,213,42,57,3,102,162,15,26,20,3,13.4,1.0
846,1685,0,0,1,0,0,2,2,1,9,305,59,104,2,77,95,39,21,14,16,14.49,0.0
305,1174,0,0,0,0,1,2,2,0,7,197,40,54,3,35,82,32,24,23,3,12.76,0.0
1058,4194,0,0,1,0,1,0,4,0,8,130,26,59,39,30,83,83,31,24,3,21.34,1.0
2551,5099,0,1,0,0,1,0,7,0,1,175,43,65,11,62,98,9,8,24,4,9.51,0.0
2928,5839,0,1,0,0,1,0,1,1,8,151,65,65,1,53,71,15,9,18,5,15.28,1.0
117,254,1,0,0,0,0,0,4,1,8,298,46,81,10,119,135,11,4,15,4,9.89,1.0
645,1337,0,0,1,0,0,0,1,0,8,115,32,35,22,95,188,26,17,23,15,12.24,0.0
3,10,0,0,0,0,1,3,4,1,7,200,38,58,5,42,63,12,10,19,3,9.42,0.0
186,741,0,1,0,0,1,3,4,0,8,147,22,47,39,113,281,9,9,14,10,7.52,1.0
467,987,0,0,0,0,0,0,5,1,7,252,73,73,8,61,90,8,6,18,9,4.22,0.0
5,13,0,1,0,0,1,0,4,0,9,207,54,54,14,13,34,9,7,19,11,6.28,1.0
919,1822,0,0,0,1,1,0,1,0,0,179,47,57,14,27,56,8,7,16,6,4.55,0.0
2595,5186,0,1,0,0,0,2,5,1,8,297,50,69,3,17,34,4,2,24,5,3.54,0.0
340,1307,0,1,0,0,1,4,4,1,8,167,28,50,20,69,123,32,35,23,3,26.39,1.0
1063,2100,0,0,1,0,1,0,4,1,8,257,64,75,2,49,66,19,9,17,12,7.86,1.0
2590,5179,0,1,0,0,1,2,5,1,8,164,48,51,3,30,64,23,9,20,4,10.51,0.0
242,528,0,1,0,0,1,5,5,0,5,137,26,49,12,99,116,21,20,16,6,15.51,0.0
1230,4841,0,0,0,0,1,4,1,1,8,122,13,31,40,53,80,23,17,22,4,16.06,0.0
1160,2302,0,0,1,0,1,0,2,0,5,308,35,93,1,96,139,10,13,19,5,15.85,0.0
2870,5738,0,1,0,0,1,2,4,1,7,235,52,66,9,81,135,20,18,17,3,18.04,1.0
3735,7483,0,0,0,0,1,2,4,0,3,334,81,103,0,22,50,12,9,24,7,9.14,0.0
2397,4779,0,0,0,0,1,2,1,1,6,175,41,78,19,59,73,15,14,17,5,12.37,0.0
3517,7015,1,0,0,0,0,2,4,0,8,141,18,32,22,112,229,13,8,18,3,8.43,0.0
3421,6821,0,0,1,0,1,3,3,0,8,232,53,63,2,100,133,9,5,17,4,5.5,0.0
2563,5118,1,0,0,0,1,3,4,1,9,288,58,67,1,17,41,16,9,19,19,10.6,0.0
1605,3144,0,0,1,0,1,3,4,1,8,144,40,41,5,64,89,10,10,15,7,6.1,1.0
1803,7172,0,1,0,0,1,1,4,0,8,105,13,30,33,9,54,22,24,14,4,18.02,1.0
2324,4650,0,0,0,0,1,4,3,1,8,199,58,63,10,47,72,18,23,40,6,19.63,0.0
2709,5415,0,1,0,0,0,2,4,1,4,264,118,118,0,72,73,12,10,29,3,5.04,0.0
1282,5048,0,1,0,0,1,2,4,0,9,262,52,64,6,15,38,4,2,17,4,4.12,1.0
1312,2581,0,0,0,0,1,0,4,1,9,243,42,60,11,71,140,10,11,21,3,7.19,1.0
3448,6882,0,0,1,0,1,0,2,1,6,217,45,85,9,72,151,14,14,22,5,7.76,1.0
3812,7639,0,1,0,0,1,2,5,0,4,192,45,50,5,49,93,22,12,19,5,10.49,1.0
1892,7547,1,0,0,0,1,3,2,1,6,203,44,50,10,102,174,29,24,9,4,15.62,0.0
2362,4720,1,0,0,0,1,1,2,1,3,94,23,28,38,21,106,106,28,14,4,34.91,0.0
1975,3902,0,1,0,0,1,0,4,0,9,120,30,36,22,25,62,41,33,16,4,14.73,1.0
3514,7011,0,1,0,0,1,2,3,1,2,159,49,51,4,89,279,23,10,17,6,12.77,1.0
1761,3451,0,1,0,0,1,3,4,0,8,200,76,76,7,105,222,10,6,16,8,5.88,1.0
2739,5478,0,0,0,0,1,0,6,0,9,147,29,33,26,62,97,14,13,21,6,9.75,1.0
1604,6327,0,0,0,1,1,0,5,1,8,133,33,44,13,39,88,75,32,17,7,46.0,1.0
2472,4932,0,0,0,0,1,4,2,0,8,124,22,30,16,38,58,10,12,19,7,5.65,0.0
23,68,1,0,0,0,1,0,4,0,8,266,42,78,4,7,162,162,30,13,8,16.8,1.0
734,2892,1,0,0,0,1,2,5,0,9,366,56,79,0,58,65,17,7,17,10,8.39,0.0
1493,2939,1,0,0,0,1,0,3,0,7,249,68,95,2,108,204,28,16,18,5,14.63,1.0
222,866,0,0,1,0,1,1,4,1,9,233,115,115,2,109,230,16,7,13,3,12.65,1.0
2158,4291,0,1,0,0,1,2,1,1,7,105,19,31,42,70,100,14,12,9,4,8.96,0.0
1169,2327,0,0,0,1,1,2,4,0,7,206,27,46,16,83,157,13,9,14,6,6.61,0.0
1432,5612,0,0,0,0,1,2,4,0,8,306,40,71,15,83,115,16,18,24,5,14.64,1.0
232,507,0,1,0,0,1,0,6,0,8,197,58,58,6,78,89,24,20,13,4,21.48,1.0
66,152,0,0,0,0,1,0,3,0,8,149,29,34,18,81,157,19,20,13,3,14.73,1.0
1603,3142,0,0,1,0,1,2,4,0,8,135,59,59,7,43,65,8,5,20,6,6.05,1.0
3283,6547,0,0,0,0,1,2,7,0,8,155,39,44,8,13,32,15,8,22,4,9.05,0.0
3596,7160,0,1,0,0,1,0,4,0,7,161,23,49,22,60,101,12,7,18,5,3.52,1.0
648,2582,0,1,0,0,1,3,4,1,7,236,62,64,6,43,75,10,5,23,7,10.32,1.0
125,270,0,1,0,0,1,4,5,1,3,109,23,35,37,8,31,27,18,17,15,16.7,0.0
1296,2553,1,0,0,0,1,0,4,1,4,249,90,90,0,82,127,7,3,20,7,4.95,1.0
1976,3903,0,0,0,1,1,1,6,1,4,158,29,56,21,24,53,14,16,14,6,7.82,0.0
1433,5614,0,0,1,0,1,2,4,1,9,182,34,54,13,109,187,67,53,13,7,41.88,1.0
1390,5470,0,0,0,1,1,0,4,0,8,160,29,41,28,89,222,23,13,14,7,15.57,1.0
2075,4122,0,0,0,0,1,5,5,1,8,148,36,39,13,11,33,33,22,23,9,18.86,0.0
596,2344,0,0,0,1,1,2,4,0,8,243,37,69,11,66,75,37,21,28,3,21.84,0.0
3086,6139,0,0,1,0,1,0,5,0,9,142,29,60,14,19,53,19,6,14,5,10.66,0.0
1213,4782,1,0,0,0,1,3,4,1,8,329,127,127,0,120,261,14,9,24,3,6.67,1.0
