Id ,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
15432,-117.25,33.2,22.0,2361.0,618.0,1472.0,596.0,2.0625,<1H OCEAN,124500.0
7230,-118.14,34.02,44.0,1715.0,460.0,1740.0,423.0,2.7019,<1H OCEAN,153300.0
15686,-122.42,37.79,48.0,4506.0,1342.0,1980.0,1239.0,4.0156,NEAR BAY,500001.0
10412,-117.61,33.67,3.0,4541.0,720.0,1600.0,583.0,6.8004,<1H OCEAN,284900.0
5075,-118.31,33.98,52.0,1975.0,379.0,1043.0,371.0,2.3977,<1H OCEAN,112200.0
9641,-120.84,37.07,24.0,1520.0,335.0,882.0,306.0,2.2019,INLAND,100000.0
19703,-121.64,39.12,13.0,6408.0,1087.0,3294.0,1106.0,4.2656,INLAND,110700.0
4088,-118.41,34.15,33.0,4032.0,868.0,1695.0,869.0,4.3468,<1H OCEAN,425900.0
19428,-121.01,37.7,12.0,9148.0,1906.0,4656.0,1853.0,3.2447,INLAND,142200.0
14949,-116.97,32.74,14.0,7410.0,1344.0,3597.0,1274.0,4.2192,<1H OCEAN,176100.0
4249,-118.34,34.11,40.0,5485.0,1242.0,2034.0,1133.0,3.6974,<1H OCEAN,500001.0
16807,-122.41,37.66,,1294.0,308.0,1177.0,301.0,3.6667,NEAR OCEAN,218800.0
19923,-119.34,36.32,6.0,3266.0,604.0,1769.0,580.0,3.1574,INLAND,89200.0
10096,-117.94,33.93,34.0,1475.0,319.0,698.0,293.0,3.8194,<1H OCEAN,186000.0
20151,-119.23,34.44,34.0,3193.0,664.0,1434.0,627.0,2.4777,<1H OCEAN,260300.0
12109,-117.29,33.97,4.0,18767.0,3032.0,8805.0,2723.0,4.6667,INLAND,160600.0
6142,-117.98,34.08,17.0,3640.0,830.0,3537.0,807.0,3.4784,INLAND,152200.0
5661,-118.28,33.74,44.0,1853.0,556.0,2090.0,539.0,1.8584,NEAR OCEAN,248100.0
13970,-116.85,34.26,19.0,5395.0,1220.0,981.0,366.0,2.6094,INLAND,92400.0
15037,-116.98,32.77,29.0,3558.0,447.0,1097.0,445.0,8.093,<1H OCEAN,379600.0
9031,-118.6,34.02,36.0,2043.0,467.0,606.0,326.0,8.4331,NEAR OCEAN,500001.0
2659,-123.84,40.28,28.0,2809.0,605.0,1093.0,438.0,2.0962,<1H OCEAN,74000.0
141,-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,NEAR BAY,331400.0
2597,-123.76,41.03,24.0,2386.0,565.0,1058.0,414.0,2.0644,<1H OCEAN,79800.0
6701,-118.12,34.14,25.0,3420.0,977.0,1718.0,947.0,3.1033,<1H OCEAN,217900.0
15223,-117.25,33.05,16.0,2794.0,476.0,1387.0,442.0,4.3286,NEAR OCEAN,213400.0
17761,-121.83,37.34,21.0,6404.0,1232.0,6047.0,1235.0,4.2098,<1H OCEAN,193400.0
20541,-121.7,38.54,13.0,6819.0,1158.0,2828.0,1115.0,4.6225,INLAND,226500.0
7418,-118.22,33.94,41.0,928.0,249.0,1108.0,236.0,3.4323,<1H OCEAN,144600.0
17522,-121.9,37.33,34.0,197.0,44.0,152.0,47.0,4.05,<1H OCEAN,200000.0
10449,-117.67,33.46,24.0,3571.0,722.0,1409.0,543.0,4.6518,<1H OCEAN,277800.0
12130,-117.23,33.94,8.0,2405.0,537.0,1594.0,517.0,3.0789,INLAND,114200.0
18559,-122.06,36.96,52.0,65.0,17.0,24.0,10.0,4.5,NEAR OCEAN,258300.0
16843,-122.44,37.63,35.0,5113.0,959.0,3004.0,964.0,4.7625,NEAR OCEAN,281300.0
16013,-122.47,37.74,52.0,3797.0,668.0,1633.0,658.0,5.6787,NEAR BAY,363600.0
8179,-118.11,33.8,35.0,1034.0,180.0,444.0,177.0,5.4602,<1H OCEAN,231600.0
11565,-117.98,33.75,27.0,2343.0,415.0,1537.0,426.0,5.1345,<1H OCEAN,210600.0
17332,-120.01,34.54,30.0,2992.0,609.0,1288.0,465.0,3.9375,NEAR OCEAN,292900.0
9528,-123.19,39.12,,267.0,57.0,196.0,60.0,2.3125,<1H OCEAN,70000.0
6370,-118.0,34.16,52.0,1354.0,227.0,531.0,206.0,4.8059,INLAND,270600.0
4628,-118.31,34.06,30.0,3110.0,1269.0,2535.0,1218.0,1.6987,<1H OCEAN,412500.0
14478,-117.21,32.85,26.0,2012.0,315.0,872.0,335.0,5.4067,NEAR OCEAN,277500.0
441,-122.3,37.87,52.0,3123.0,749.0,1695.0,684.0,2.2208,NEAR BAY,144800.0
9794,-121.77,36.53,18.0,2321.0,358.0,803.0,341.0,10.1854,<1H OCEAN,426000.0
9046,-118.1,34.65,33.0,873.0,177.0,425.0,142.0,2.67,INLAND,187500.0
3830,-118.46,34.19,35.0,1491.0,295.0,779.0,309.0,6.1142,<1H OCEAN,256300.0
19682,-121.62,39.15,23.0,1984.0,528.0,1043.0,452.0,1.9375,INLAND,65300.0
6344,-117.74,34.06,4.0,1391.0,506.0,727.0,369.0,1.4722,INLAND,137500.0
18851,-122.3,41.32,13.0,2300.0,513.0,1151.0,488.0,2.1571,INLAND,81500.0
1958,-120.81,38.73,42.0,1276.0,260.0,799.0,259.0,2.7273,INLAND,128600.0
155,-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,NEAR BAY,410300.0
10487,-117.68,33.49,17.0,2232.0,372.0,1072.0,385.0,4.245,<1H OCEAN,214500.0
19112,-122.63,38.22,34.0,878.0,160.0,372.0,167.0,4.0417,<1H OCEAN,232100.0
4578,-118.28,34.07,32.0,1777.0,536.0,1684.0,489.0,2.3636,<1H OCEAN,190000.0
1089,-121.82,39.73,33.0,2242.0,517.0,1160.0,449.0,1.7426,INLAND,60300.0
12576,-121.43,38.53,36.0,1488.0,294.0,846.0,279.0,3.1208,INLAND,82700.0
9122,-118.1,34.57,7.0,20377.0,4335.0,11973.0,3933.0,3.3086,INLAND,138100.0
7950,-118.15,33.86,36.0,1578.0,312.0,827.0,311.0,4.8942,<1H OCEAN,194100.0
11101,-117.87,33.82,26.0,2435.0,346.0,1088.0,350.0,5.9397,<1H OCEAN,249400.0
18058,-122.01,37.27,27.0,3340.0,451.0,1220.0,447.0,8.8178,<1H OCEAN,500001.0
18950,-122.05,38.26,32.0,1070.0,199.0,631.0,195.0,2.6827,INLAND,98900.0
6416,-118.02,34.14,31.0,6854.0,1578.0,4131.0,1524.0,3.5878,INLAND,222800.0
16021,-122.47,37.72,46.0,1836.0,319.0,767.0,302.0,5.9114,NEAR OCEAN,399000.0
9087,-118.17,34.66,9.0,1561.0,253.0,731.0,233.0,5.7049,INLAND,173200.0
11439,-117.98,33.61,17.0,2054.0,291.0,836.0,288.0,6.8939,NEAR OCEAN,383900.0
7096,-118.0,33.93,24.0,4534.0,967.0,2547.0,895.0,3.9575,<1H OCEAN,215400.0
1098,-121.74,39.59,24.0,1535.0,279.0,726.0,272.0,2.3833,INLAND,95100.0
5433,-118.41,34.02,27.0,2224.0,618.0,1594.0,625.0,3.0833,<1H OCEAN,315500.0
13230,-117.64,34.15,16.0,2896.0,404.0,1165.0,379.0,6.4559,INLAND,392900.0
6450,-118.04,34.12,44.0,2007.0,288.0,921.0,307.0,6.5989,INLAND,500001.0
12328,-116.53,33.95,18.0,2990.0,648.0,1280.0,532.0,2.625,INLAND,68200.0
10785,-117.92,33.63,34.0,2479.0,491.0,1131.0,490.0,4.9643,<1H OCEAN,317900.0
18099,-122.04,37.32,27.0,2826.0,451.0,1259.0,439.0,5.7528,<1H OCEAN,431400.0
3348,-120.38,40.98,27.0,777.0,185.0,318.0,115.0,1.6833,INLAND,40000.0
4079,-118.36,34.15,34.0,3659.0,921.0,1338.0,835.0,3.6202,<1H OCEAN,366100.0
9177,-118.52,34.4,5.0,7748.0,1557.0,4768.0,1393.0,5.305,<1H OCEAN,311200.0
20003,-119.19,36.06,29.0,1815.0,376.0,,339.0,1.9091,INLAND,71300.0
587,-122.11,37.71,36.0,4569.0,824.0,1950.0,819.0,4.65,NEAR BAY,206800.0
9346,-122.58,37.98,52.0,3675.0,649.0,1553.0,639.0,4.6905,NEAR BAY,316300.0
13269,-117.66,34.09,20.0,2462.0,496.0,1117.0,458.0,3.2321,INLAND,162500.0
13537,-117.3,34.15,33.0,1607.0,282.0,608.0,260.0,4.3438,INLAND,115000.0
18398,-121.77,37.22,16.0,3992.0,540.0,2097.0,555.0,6.7287,<1H OCEAN,299300.0
10964,-117.88,33.78,26.0,3141.0,670.0,1572.0,724.0,3.3472,<1H OCEAN,237400.0
13675,-117.27,34.06,20.0,5258.0,1514.0,3780.0,1404.0,2.025,INLAND,85700.0
16299,-121.25,37.92,19.0,2109.0,427.0,1742.0,426.0,2.4097,INLAND,66000.0
645,-122.13,37.72,26.0,2862.0,394.0,1030.0,397.0,7.912000000000001,NEAR BAY,367300.0
11749,-121.15,38.8,20.0,2104.0,370.0,745.0,314.0,4.1685,INLAND,217500.0
9587,-120.5,37.34,16.0,1245.0,231.0,956.0,219.0,3.4559,INLAND,108000.0
16648,-120.65,35.27,15.0,2365.0,538.0,1446.0,490.0,2.5129,NEAR OCEAN,225900.0
11739,-121.15,38.89,20.0,2024.0,313.0,879.0,309.0,5.2903,INLAND,239400.0
15036,-116.99,32.77,35.0,2306.0,334.0,828.0,310.0,6.1103,<1H OCEAN,301600.0
226,-122.21,37.8,48.0,1321.0,263.0,506.0,252.0,4.0977,NEAR BAY,229700.0
3864,-118.45,34.17,21.0,2152.0,527.0,996.0,470.0,3.2386,<1H OCEAN,277300.0
10592,-117.78,33.69,16.0,3400.0,501.0,1575.0,488.0,6.0961,<1H OCEAN,295500.0
19295,-122.78,38.37,21.0,795.0,163.0,414.0,162.0,3.7991,<1H OCEAN,175000.0
20457,-118.77,34.28,6.0,4685.0,965.0,2180.0,909.0,4.5458,<1H OCEAN,208200.0
16154,-122.48,37.78,52.0,2910.0,611.0,1508.0,515.0,3.5865,NEAR BAY,311400.0
8438,-118.37,33.93,46.0,442.0,88.0,255.0,94.0,4.4474,<1H OCEAN,246900.0
1529,-122.07,37.89,38.0,757.0,124.0,319.0,123.0,5.6558,NEAR BAY,263300.0
18749,-122.28,40.5,21.0,2405.0,476.0,1197.0,412.0,2.6488,INLAND,83100.0
923,-121.89,37.49,9.0,4909.0,577.0,1981.0,591.0,9.7194,<1H OCEAN,500001.0
18359,-122.09,37.35,37.0,1795.0,285.0,791.0,261.0,7.5794,NEAR BAY,500001.0
17053,-122.24,37.47,40.0,1504.0,270.0,689.0,287.0,6.1244,NEAR OCEAN,308800.0
10102,-117.97,33.93,35.0,1887.0,328.0,989.0,351.0,4.1321,<1H OCEAN,198100.0
7183,-118.19,34.05,29.0,855.0,199.0,785.0,169.0,2.6964,<1H OCEAN,122200.0
12150,-117.19,33.7,24.0,5783.0,1256.0,1990.0,1151.0,1.9014,<1H OCEAN,83500.0
20341,-119.03,34.22,24.0,3421.0,656.0,2220.0,645.0,4.7831,<1H OCEAN,214200.0
2591,-124.09,40.88,26.0,2683.0,555.0,1353.0,526.0,2.4321,NEAR OCEAN,82100.0
5906,-118.43,34.3,28.0,271.0,61.0,246.0,62.0,1.7062,<1H OCEAN,164600.0
11205,-117.91,33.83,37.0,1039.0,260.0,719.0,243.0,3.0288,<1H OCEAN,161400.0
7133,-118.1,34.01,29.0,2077.0,564.0,2087.0,543.0,2.66,<1H OCEAN,189200.0
2307,-119.76,36.83,17.0,3690.0,628.0,1888.0,601.0,4.0196,INLAND,84200.0
17071,-122.25,37.52,14.0,1472.0,291.0,876.0,292.0,4.3594,NEAR BAY,366000.0
14203,-117.05,32.69,8.0,831.0,158.0,740.0,154.0,5.3908,NEAR OCEAN,165500.0
612,-122.14,37.74,52.0,1071.0,201.0,440.0,192.0,4.0662,NEAR BAY,204200.0
11168,-117.99,33.82,33.0,2342.0,475.0,1367.0,509.0,4.1167,<1H OCEAN,215500.0
6629,-118.15,34.16,18.0,1711.0,383.0,1474.0,415.0,1.2891,<1H OCEAN,181300.0
4135,-118.18,34.13,52.0,2228.0,475.0,1311.0,452.0,3.5341,<1H OCEAN,182100.0
1898,-120.01,38.91,17.0,2732.0,609.0,1005.0,499.0,1.9851,INLAND,86700.0
13937,-117.27,34.24,34.0,3687.0,756.0,941.0,367.0,2.875,INLAND,117600.0
282,-122.13,37.77,24.0,2459.0,317.0,916.0,324.0,7.0712,NEAR BAY,293000.0
258,-122.2,37.77,39.0,2689.0,597.0,1888.0,537.0,2.2562,NEAR BAY,94800.0
11116,-117.87,33.84,25.0,1928.0,414.0,961.0,385.0,4.0724,<1H OCEAN,231400.0
20084,-120.27,38.02,13.0,3839.0,715.0,1486.0,532.0,3.1875,INLAND,99800.0
4943,-118.28,34.02,46.0,1098.0,426.0,1510.0,374.0,2.1382,<1H OCEAN,156300.0
14721,-117.03,32.79,26.0,3859.0,513.0,1469.0,538.0,5.8683,<1H OCEAN,220500.0
11531,-118.09,33.76,26.0,1625.0,440.0,533.0,414.0,1.808,<1H OCEAN,58500.0
6971,-118.03,33.99,52.0,2792.0,461.0,1177.0,439.0,3.4312,<1H OCEAN,243800.0
14889,-117.09,32.61,23.0,1157.0,309.0,640.0,313.0,2.1548,NEAR OCEAN,118800.0
13521,-117.41,34.24,20.0,1160.0,181.0,543.0,188.0,5.2072,INLAND,164300.0
5223,-118.24,33.95,37.0,441.0,125.0,390.0,98.0,1.6513,<1H OCEAN,90200.0
2285,-119.77,36.79,27.0,2258.0,427.0,1076.0,423.0,2.9937,INLAND,81100.0
8078,-118.2,33.82,21.0,2251.0,452.0,,420.0,4.6042,NEAR OCEAN,272200.0
6710,-118.16,34.14,27.0,1551.0,254.0,816.0,233.0,8.2435,<1H OCEAN,500001.0
19982,-119.34,36.21,22.0,3065.0,726.0,2165.0,738.0,1.4792,INLAND,54400.0
10403,-117.49,33.64,,8874.0,1302.0,3191.0,1027.0,6.8588,<1H OCEAN,302000.0
475,-122.28,37.86,49.0,2932.0,668.0,1361.0,608.0,1.9798,NEAR BAY,147400.0
16391,-121.25,38.01,16.0,2397.0,501.0,1053.0,557.0,2.6994,INLAND,112500.0
6411,-118.02,34.12,36.0,1471.0,246.0,751.0,230.0,5.4555,INLAND,395100.0
2551,-124.16,40.77,35.0,2141.0,438.0,1053.0,434.0,2.8529,NEAR OCEAN,85600.0
6852,-118.16,34.07,47.0,2994.0,543.0,1651.0,561.0,3.8644,<1H OCEAN,241500.0
5546,-118.4,33.97,44.0,2825.0,453.0,1221.0,461.0,5.9544,<1H OCEAN,377200.0
13489,-117.36,34.1,33.0,1904.0,343.0,1366.0,338.0,3.6227,INLAND,92800.0
19327,-122.91,38.49,37.0,2469.0,519.0,1137.0,474.0,3.6343,<1H OCEAN,146500.0
9203,-119.64,37.31,15.0,2654.0,530.0,1267.0,489.0,2.8393,INLAND,104400.0
17961,-121.98,37.31,28.0,3840.0,629.0,1883.0,662.0,6.4095,<1H OCEAN,335900.0
10183,-117.96,33.86,32.0,2366.0,505.0,1283.0,477.0,3.3516,<1H OCEAN,190000.0
13565,-117.29,34.16,38.0,2458.0,488.0,1135.0,453.0,2.875,INLAND,99100.0
16280,-121.28,37.92,36.0,499.0,115.0,451.0,124.0,2.1705,INLAND,60300.0
18995,-121.94,38.41,15.0,1263.0,211.0,665.0,208.0,4.5,INLAND,260900.0
7193,-118.19,34.03,27.0,1346.0,340.0,1177.0,295.0,1.7995,<1H OCEAN,153400.0
6823,-118.1,34.09,42.0,1460.0,289.0,829.0,273.0,4.875,<1H OCEAN,227300.0
19904,-119.28,36.32,16.0,2812.0,514.0,1620.0,523.0,3.7404,INLAND,89200.0
781,-122.1,37.61,35.0,2361.0,458.0,1727.0,467.0,4.5281,NEAR BAY,173600.0
14939,-117.03,32.63,13.0,2087.0,313.0,1165.0,330.0,5.7789,NEAR OCEAN,227700.0
18133,-122.03,37.34,25.0,5404.0,906.0,2338.0,883.0,6.0577,<1H OCEAN,451800.0
10983,-117.82,33.75,30.0,2910.0,535.0,1270.0,489.0,4.6161,<1H OCEAN,236500.0
6519,-118.02,34.07,21.0,3245.0,959.0,3528.0,887.0,2.3236,INLAND,156300.0
5774,-118.27,34.16,52.0,830.0,183.0,479.0,179.0,3.1397,<1H OCEAN,253700.0
13171,-121.32,36.79,30.0,516.0,90.0,288.0,95.0,3.6333,INLAND,202500.0
9283,-122.58,38.08,27.0,10839.0,1637.0,4406.0,1623.0,5.615,NEAR BAY,285600.0
9369,-122.51,37.92,32.0,2622.0,541.0,1022.0,464.0,3.7647,NEAR BAY,375000.0
19796,-123.18,40.58,18.0,1451.0,278.0,695.0,254.0,1.7262,INLAND,73700.0
10271,-117.87,33.87,15.0,1898.0,476.0,1766.0,455.0,2.4929,<1H OCEAN,158500.0
5055,-118.35,34.02,34.0,3978.0,1073.0,2725.0,1035.0,1.7622,<1H OCEAN,167900.0
10800,-117.94,33.62,28.0,1765.0,390.0,832.0,349.0,6.5928,<1H OCEAN,439100.0
19640,-120.79,37.53,20.0,1417.0,263.0,853.0,263.0,3.3083,INLAND,108300.0
1727,-122.37,37.96,37.0,1572.0,402.0,1046.0,350.0,0.7403,NEAR BAY,68600.0
16994,-122.26,37.54,13.0,1422.0,295.0,395.0,195.0,5.3247,NEAR BAY,327800.0
16009,-122.45,37.74,38.0,5688.0,930.0,2263.0,908.0,6.2029999999999985,NEAR BAY,346800.0
4666,-118.29,34.05,30.0,1417.0,589.0,,540.0,1.3867,<1H OCEAN,193800.0
8535,-118.35,33.9,22.0,1127.0,287.0,697.0,241.0,3.3971,<1H OCEAN,220300.0
3750,-118.38,34.18,27.0,4834.0,1527.0,3847.0,1432.0,2.1449,<1H OCEAN,165300.0
12924,-121.31,38.65,21.0,2759.0,409.0,1053.0,374.0,5.5,INLAND,165700.0
12722,-121.38,38.58,38.0,2968.0,475.0,1176.0,454.0,5.0497,INLAND,191700.0
11407,-117.96,33.71,19.0,1624.0,221.0,782.0,228.0,4.5962,<1H OCEAN,304500.0
97,-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,NEAR BAY,125000.0
3137,-117.65,35.0,36.0,1184.0,316.0,,241.0,1.9107,INLAND,39800.0
13368,-117.57,34.15,,12806.0,2219.0,4249.0,1499.0,5.485,INLAND,343100.0
14357,-117.21,32.74,52.0,1245.0,174.0,468.0,193.0,6.9322,NEAR OCEAN,334500.0
17921,-121.99,37.35,25.0,1527.0,325.0,707.0,339.0,4.375,<1H OCEAN,212200.0
13140,-121.41,38.34,24.0,1605.0,277.0,1966.0,250.0,3.0833,INLAND,162500.0
15177,-117.07,33.04,4.0,2271.0,578.0,926.0,391.0,3.6437,<1H OCEAN,210100.0
3648,-118.46,34.23,19.0,9902.0,2814.0,7307.0,2660.0,2.585,<1H OCEAN,145400.0
10849,-117.91,33.65,14.0,2598.0,759.0,1584.0,703.0,4.0417,<1H OCEAN,180900.0
19860,-119.3,36.35,24.0,1855.0,416.0,1520.0,410.0,2.3304,INLAND,64900.0
17901,-121.98,37.37,35.0,995.0,202.0,615.0,199.0,5.0942,<1H OCEAN,217500.0
1633,-122.22,37.88,20.0,95.0,13.0,,15.0,2.4444,NEAR BAY,475000.0
12464,-121.44,38.58,43.0,1806.0,339.0,764.0,341.0,3.9271,INLAND,147100.0
11861,-120.71,40.13,19.0,897.0,180.0,276.0,110.0,2.9554,INLAND,89400.0
20387,-118.92,34.19,16.0,3631.0,974.0,2585.0,923.0,3.0691,<1H OCEAN,130400.0
6171,-117.92,34.08,35.0,2108.0,408.0,1257.0,414.0,4.1312,<1H OCEAN,185200.0
7521,-118.26,33.91,39.0,967.0,256.0,903.0,256.0,1.9038,<1H OCEAN,93100.0
572,-122.25,37.76,52.0,2876.0,648.0,1340.0,632.0,3.567,NEAR BAY,252900.0
9879,-121.84,36.62,26.0,32.0,8.0,27.0,10.0,2.225,<1H OCEAN,150000.0
19706,-121.67,39.18,26.0,2121.0,375.0,1125.0,366.0,3.3958,INLAND,94600.0
597,-122.07,37.7,39.0,1420.0,272.0,,277.0,4.125,NEAR BAY,232500.0
15352,-117.31,33.25,14.0,3483.0,764.0,2140.0,687.0,3.125,<1H OCEAN,102300.0
7345,-118.14,33.97,31.0,2064.0,612.0,,573.0,2.0524,<1H OCEAN,160800.0
6304,-117.92,34.0,36.0,116.0,30.0,193.0,35.0,3.8125,<1H OCEAN,136300.0
20096,-120.24,38.01,11.0,1214.0,228.0,633.0,199.0,3.125,INLAND,148600.0
16376,-121.29,38.03,7.0,2021.0,441.0,1615.0,406.0,2.5842,INLAND,111300.0
18704,-122.38,40.56,23.0,2281.0,408.0,1164.0,420.0,3.5347,INLAND,101200.0
1753,-122.34,37.96,33.0,1817.0,441.0,1220.0,389.0,2.5382,NEAR BAY,103600.0
5432,-118.41,34.02,,4702.0,1472.0,2636.0,1334.0,3.3955,<1H OCEAN,225000.0
13183,-117.7,33.92,4.0,8301.0,1333.0,3941.0,1236.0,6.2141,<1H OCEAN,252200.0
18395,-121.86,37.27,17.0,4393.0,709.0,2292.0,692.0,5.6876,<1H OCEAN,246500.0
20116,-120.42,37.95,19.0,2787.0,578.0,1208.0,532.0,2.4922,INLAND,98700.0
11929,-117.38,33.94,21.0,2468.0,380.0,1164.0,385.0,4.0625,INLAND,136800.0
20434,-118.7,34.24,,2405.0,462.0,1011.0,378.0,4.504,<1H OCEAN,204300.0
19153,-122.71,38.34,23.0,2744.0,588.0,1493.0,557.0,3.1781,<1H OCEAN,162000.0
9135,-118.37,34.43,11.0,17339.0,2866.0,8721.0,2803.0,5.9507,INLAND,225200.0
19423,0.0,37.69,5.0,9601.0,1639.0,4449.0,1575.0,4.5332,INLAND,195500.0
1171,-121.58,39.5,,1947.0,383.0,,337.0,2.1658,INLAND,57600.0
15562,-116.97,33.13,10.0,5149.0,851.0,2177.0,783.0,6.7957,<1H OCEAN,287500.0
7927,-118.09,33.84,27.0,1594.0,295.0,1061.0,320.0,4.7917,<1H OCEAN,217700.0
19918,-119.3,36.3,14.0,3023.0,469.0,1523.0,492.0,5.3602,INLAND,118600.0
19547,-121.0,37.63,49.0,2051.0,500.0,,467.0,1.59,INLAND,80900.0
20202,-119.2,34.26,25.0,2203.0,367.0,1194.0,377.0,5.4087,NEAR OCEAN,223200.0
18617,-122.04,37.04,17.0,4977.0,994.0,1987.0,947.0,3.8854,NEAR OCEAN,312300.0
14531,-117.13,32.92,16.0,1565.0,257.0,893.0,239.0,5.5036,<1H OCEAN,192300.0
15892,-122.39,37.73,46.0,1517.0,299.0,879.0,309.0,2.2222,NEAR BAY,195100.0
19805,-123.43,40.22,20.0,133.0,35.0,87.0,37.0,3.625,INLAND,67500.0
17258,-119.72,34.42,37.0,1635.0,427.0,1027.0,408.0,3.5905,NEAR OCEAN,264700.0
19957,-119.32,36.22,5.0,2319.0,438.0,1283.0,423.0,3.6343,INLAND,95400.0
2643,-123.73,40.48,25.0,2015.0,524.0,746.0,251.0,1.7153,INLAND,77100.0
5347,-118.41,34.05,16.0,9728.0,2211.0,3026.0,1899.0,5.8758,<1H OCEAN,500001.0
9032,-118.62,34.06,25.0,3546.0,584.0,1530.0,601.0,7.4001,NEAR OCEAN,500001.0
16965,-122.32,37.53,39.0,2795.0,464.0,1183.0,443.0,5.779,NEAR OCEAN,387100.0
204,-122.23,37.78,44.0,2340.0,825.0,2813.0,751.0,1.6009,NEAR BAY,118100.0
7896,-118.07,33.86,17.0,3666.0,562.0,2104.0,579.0,5.6818,<1H OCEAN,338900.0
9833,-121.92,36.63,40.0,1076.0,193.0,406.0,180.0,3.4943,<1H OCEAN,311100.0
2014,-119.79,36.72,19.0,1719.0,391.0,1369.0,368.0,1.25,INLAND,53000.0
17289,-119.63,34.42,42.0,1765.0,263.0,753.0,260.0,8.5608,<1H OCEAN,500001.0
17015,-122.28,37.52,27.0,2958.0,655.0,1285.0,577.0,4.0801,NEAR OCEAN,397800.0
8461,-118.33,33.92,23.0,969.0,288.0,670.0,251.0,3.267,<1H OCEAN,185400.0
1974,-120.66,38.61,19.0,2715.0,596.0,1301.0,473.0,2.5042,INLAND,126400.0
162,-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,NEAR BAY,269900.0
4998,-118.29,33.99,46.0,2198.0,530.0,2067.0,497.0,2.0542,<1H OCEAN,103400.0
18792,-122.57,40.61,27.0,1540.0,315.0,883.0,321.0,2.8036,INLAND,93400.0
9557,-120.63,37.41,27.0,2083.0,444.0,1462.0,479.0,2.6439,INLAND,69100.0
4713,-118.36,34.06,52.0,2130.0,455.0,921.0,395.0,2.9605,<1H OCEAN,500001.0
9067,-118.16,34.71,27.0,6007.0,998.0,2680.0,882.0,4.1719,INLAND,117200.0
1431,-122.03,37.99,35.0,3103.0,537.0,1614.0,566.0,4.9022,NEAR BAY,169300.0
15261,-117.26,33.02,9.0,4632.0,759.0,1724.0,685.0,6.3712,NEAR OCEAN,369800.0
12835,-121.45,38.69,32.0,2962.0,526.0,1542.0,521.0,2.2243,INLAND,89200.0
13975,-116.76,34.23,10.0,4374.0,989.0,1020.0,376.0,2.6071,INLAND,89000.0
19775,-122.2,39.93,9.0,1296.0,287.0,768.0,260.0,1.9191,INLAND,54400.0
7710,-118.14,33.95,37.0,1462.0,243.0,600.0,236.0,5.2015,<1H OCEAN,302000.0
7736,-118.13,33.93,19.0,1793.0,447.0,1222.0,452.0,2.6862,<1H OCEAN,195800.0
4283,-118.32,34.09,34.0,1478.0,675.0,1976.0,653.0,2.0557,<1H OCEAN,225000.0
7531,-118.23,33.91,27.0,1694.0,393.0,1890.0,373.0,3.0341,<1H OCEAN,89100.0
14139,-117.07,32.75,31.0,2036.0,501.0,1263.0,442.0,2.5583,NEAR OCEAN,120700.0
17069,-122.25,37.53,16.0,4428.0,664.0,1677.0,623.0,7.6864,NEAR BAY,422500.0
13493,-117.39,34.04,27.0,2919.0,549.0,1841.0,564.0,2.8682,INLAND,96400.0
10053,-121.02,39.17,17.0,2277.0,459.0,1149.0,476.0,3.2303,INLAND,149500.0
10851,-117.9,33.66,22.0,3568.0,938.0,1952.0,938.0,3.1667,<1H OCEAN,161000.0
3384,-118.28,34.24,32.0,2542.0,526.0,1278.0,493.0,4.45,<1H OCEAN,263600.0
2839,-118.97,35.41,36.0,1896.0,315.0,937.0,303.0,3.996,INLAND,85500.0
20448,-118.89,34.28,30.0,917.0,157.0,678.0,171.0,5.8133,<1H OCEAN,195700.0
15078,-116.97,32.83,23.0,149.0,32.0,101.0,34.0,2.6458,<1H OCEAN,112500.0
15941,-122.41,37.72,32.0,1650.0,316.0,904.0,295.0,4.0583,NEAR BAY,236200.0
10595,-117.79,33.68,16.0,1998.0,308.0,818.0,299.0,6.8722,<1H OCEAN,326100.0
15433,-117.25,33.2,10.0,2050.0,473.0,1302.0,471.0,2.7961,<1H OCEAN,131300.0
2096,-119.76,36.75,41.0,1576.0,417.0,1567.0,366.0,1.2545,INLAND,45500.0
10195,-117.93,33.86,35.0,1216.0,225.0,893.0,228.0,4.0288,<1H OCEAN,184000.0
7999,-118.13,33.86,37.0,2259.0,425.0,,413.0,5.1805,<1H OCEAN,201600.0
19253,-122.81,38.46,28.0,3580.0,611.0,1634.0,567.0,4.745,<1H OCEAN,248600.0
5017,-118.33,34.0,,825.0,187.0,416.0,173.0,2.3333,<1H OCEAN,133300.0
17833,-121.85,37.41,,2156.0,435.0,1400.0,393.0,5.6096,<1H OCEAN,199100.0
18284,-122.1,37.38,37.0,4167.0,612.0,1577.0,597.0,7.5655,NEAR BAY,500001.0
2757,-115.5,32.67,,2159.0,492.0,1694.0,475.0,2.1776,INLAND,75500.0
6397,-118.04,34.13,22.0,3359.0,643.0,1227.0,588.0,4.645,INLAND,276200.0
